Date,Close,Volume
2019-06-21,56.26850128173828,50774000
2019-06-24,55.834999084472656,24236000
2019-06-25,54.37900161743164,31644000
2019-06-26,54.01599884033203,34698000
2019-06-27,53.83150100708008,24078000
2019-06-28,54.13999938964844,33672000
2019-07-01,55.0,29196000
2019-07-02,55.630001068115234,20630000
2019-07-03,56.14950180053711,20154000
2019-07-05,56.63349914550781,29794000
2019-07-08,55.839500427246094,29888000
2019-07-09,56.214500427246094,29472000
2019-07-10,57.045501708984375,30710000
2019-07-11,57.20399856567383,26004000
2019-07-12,57.266998291015625,21878000
2019-07-15,57.5255012512207,21164000
2019-07-16,57.67300033569336,25352000
2019-07-17,57.33700180053711,19538000
2019-07-18,57.36199951171875,25450000
2019-07-19,56.57749938964844,23184000
2019-07-22,56.96049880981445,28914000
2019-07-23,57.40250015258789,20648000
2019-07-24,56.98649978637695,27192000
2019-07-25,56.797000885009766,54762000
2019-07-26,62.26100158691406,121216000
2019-07-29,62.09199905395508,41382000
2019-07-30,61.400001525878906,28616000
2019-07-31,60.90999984741211,39960000
2019-08-01,60.5890007019043,35426000
2019-08-02,59.816001892089844,34910000
2019-08-05,57.73749923706055,47840000
2019-08-06,58.55400085449219,36014000
2019-08-07,58.795501708984375,30686000
2019-08-08,60.30950164794922,30116000
2019-08-09,59.44499969482422,20418000
2019-08-12,58.724998474121094,22064000
2019-08-13,59.83649826049805,28434000
2019-08-14,58.212501525878906,35430000
2019-08-15,58.465999603271484,28506000
2019-08-16,58.96049880981445,24916000
2019-08-19,60.02199935913086,24450000
2019-08-20,59.17649841308594,20206000
2019-08-21,59.57899856567383,14152000
2019-08-22,59.57600021362305,17352000
2019-08-23,57.67900085449219,36254000
2019-08-26,58.558998107910156,21166000
2019-08-27,58.54100036621094,23460000
2019-08-28,58.6875,16810000
2019-08-29,59.71200180053711,19636000
2019-08-30,59.5265007019043,18064000
2019-09-03,58.477500915527344,25908000
2019-09-04,59.11349868774414,21312000
2019-09-05,60.609500885009766,26394000
2019-09-06,60.316001892089844,18972000
2019-09-09,60.26350021362305,31854000
2019-09-10,60.28499984741211,27922000
2019-09-11,61.0,23522000
2019-09-12,61.74850082397461,31644000
2019-09-13,62.00149917602539,23676000
2019-09-16,61.58150100708008,28218000
2019-09-17,61.49399948120117,20806000
2019-09-18,61.63249969482422,17440000
2019-09-19,61.9375,16554000
2019-09-20,61.492000579833984,37692000
2019-09-23,61.734500885009766,20798000
2019-09-24,60.916500091552734,35804000
2019-09-25,62.297000885009766,26798000
2019-09-26,62.114498138427734,23166000
2019-09-27,61.29750061035156,34122000
2019-09-30,61.05699920654297,24470000
2019-10-01,60.29999923706055,24504000
2019-10-02,58.895999908447266,33030000
2019-10-03,59.471500396728516,28368000
2019-10-04,60.54800033569336,24282000
2019-10-07,60.412498474121094,17040000
2019-10-08,59.506500244140625,20086000
2019-10-09,60.119998931884766,15948000
2019-10-10,60.4734992980957,12842000
2019-10-11,60.785499572753906,22330000
2019-10-14,60.88850021362305,13296000
2019-10-15,62.11199951171875,27584000
2019-10-16,62.150001525878906,22986000
2019-10-17,62.63999938964844,20958000
2019-10-18,62.22050094604492,31624000
2019-10-21,62.2140007019043,18094000
2019-10-22,62.060001373291016,22862000
2019-10-23,62.881500244140625,21282000
2019-10-24,62.955501556396484,20224000
2019-10-25,63.21500015258789,27104000
2019-10-28,64.4489974975586,65428000
2019-10-29,63.03300094604492,52654000
2019-10-30,63.03499984741211,29204000
2019-10-31,62.939998626708984,31904000
2019-11-01,63.61249923706055,28812000
2019-11-04,64.48049926757812,30632000
2019-11-05,64.5719985961914,25148000
2019-11-06,64.55049896240234,24626000
2019-11-07,65.34700012207031,45140000
2019-11-08,65.44999694824219,30392000
2019-11-11,64.91400146484375,17234000
2019-11-12,64.8604965209961,28852000
2019-11-13,64.80899810791016,20538000
2019-11-14,65.4574966430664,28948000
2019-11-15,66.677001953125,39286000
2019-11-18,65.99199676513672,27984000
2019-11-19,65.62950134277344,21864000
2019-11-20,65.09300231933594,28892000
2019-11-21,65.00700378417969,25546000
2019-11-22,64.68350219726562,27776000
2019-11-25,65.28199768066406,23590000
2019-11-26,65.6500015258789,21910000
2019-11-27,65.60649871826172,18808000
2019-11-29,65.20449829101562,12802000
2019-12-02,64.44300079345703,26538000
2019-12-03,64.73699951171875,25270000
2019-12-04,65.9469985961914,35506000
2019-12-05,66.3479995727539,24408000
2019-12-06,66.96949768066406,32968000
2019-12-09,67.14949798583984,30842000
2019-12-10,67.14450073242188,17606000
2019-12-11,67.2125015258789,20480000
2019-12-12,67.42449951171875,29114000
2019-12-13,67.34349822998047,33170000
2019-12-16,68.03500366210938,28128000
2019-12-17,67.74449920654297,32948000
2019-12-18,67.59549713134766,23330000
2019-12-19,67.8219985961914,28922000
2019-12-20,67.56099700927734,50090000
2019-12-23,67.53150177001953,19936000
2019-12-24,67.22149658203125,13468000
2019-12-26,68.12349700927734,23662000
2019-12-27,67.73200225830078,23212000
2019-12-30,66.9854965209961,19994000
2019-12-31,66.96949768066406,19514000
2020-01-02,68.43399810791016,27278000
2020-01-03,68.07599639892578,23408000
2020-01-06,69.8905029296875,46768000
2020-01-07,69.75550079345703,34330000
2020-01-08,70.25199890136719,35314000
2020-01-09,70.989501953125,33200000
2020-01-10,71.447998046875,26258000
2020-01-13,72.00150299072266,30730000
2020-01-14,71.52950286865234,26076000
2020-01-15,71.95999908447266,21550000
2020-01-16,72.50800323486328,26080000
2020-01-17,73.97599792480469,52424000
2020-01-21,74.11250305175781,48930000
2020-01-22,74.19349670410156,28458000
2020-01-23,74.2344970703125,26650000
2020-01-24,73.30850219726562,29786000
2020-01-27,71.58650207519531,34132000
2020-01-28,72.5250015258789,29724000
2020-01-29,72.83499908447266,21566000
2020-01-30,72.7125015258789,27110000
2020-01-31,71.63899993896484,43822000
2020-02-03,74.12999725341797,71636000
2020-02-04,72.27050018310547,95880000
2020-02-05,72.30249786376953,36376000
2020-02-06,73.79850006103516,37822000
2020-02-07,73.95549774169922,28360000
2020-02-10,75.43299865722656,38302000
2020-02-11,75.50299835205078,34852000
2020-02-12,75.93150329589844,31042000
2020-02-13,75.66950225830078,22914000
2020-02-14,75.9365005493164,23198000
2020-02-18,75.97200012207031,25642000
2020-02-19,76.24349975585938,22746000
2020-02-20,75.84950256347656,25962000
2020-02-21,74.1729965209961,42520000
2020-02-24,70.99299621582031,49560000
2020-02-25,69.31600189208984,51580000
2020-02-26,69.52349853515625,49776000
2020-02-27,65.74749755859375,62290000
2020-02-28,66.9625015258789,80198000
2020-03-02,69.31600189208984,55430000
2020-03-03,66.88600158691406,56602000
2020-03-04,69.08000183105469,47598000
2020-03-05,65.73799896240234,54380000
2020-03-06,64.78700256347656,64640000
2020-03-09,60.78950119018555,69252000
2020-03-10,63.75849914550781,54872000
2020-03-11,60.54499816894531,54732000
2020-03-12,55.57749938964844,94326000
2020-03-13,60.7135009765625,79400000
2020-03-16,53.650001525878906,96520000
2020-03-17,55.90299987792969,83194000
2020-03-18,54.55950164794922,93044000
2020-03-19,55.583499908447266,74064000
2020-03-20,53.410499572753906,82878000
2020-03-23,52.70650100708008,83672000
2020-03-24,56.5004997253418,72468000
2020-03-25,55.08100128173828,90324000
